"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"California"	"06"	"2017"	"2017"	105135	39536653	265.9
	"California"	"06"	"2018"	"2018"	105088	39557045	265.7
	"California"	"06"	"2019"	"2019"	105520	39512223	267.1
	"California"	"06"	"2020 "	"2020"	128801	39368078	327.2
"Total"	"California"	"06"			2225104	815706063	272.8
	"Colorado"	"08"	"1999"	"1999"	7958	4226018	188.3
	"Colorado"	"08"	"2000"	"2000"	8086	4301261	188.0
	"Colorado"	"08"	"2001"	"2001"	8350	4425687	188.7
	"Colorado"	"08"	"2002"	"2002"	8432	4490406	187.8
	"Colorado"	"08"	"2003"	"2003"	8652	4528732	191.0
	"Colorado"	"08"	"2004"	"2004"	8471	4575013	185.2
	"Colorado"	"08"	"2005"	"2005"	8778	4631888	189.5
	"Colorado"	"08"	"2006"	"2006"	8821	4720423	186.9
	"Colorado"	"08"	"2007"	"2007"	9119	4803868	189.8
	"Colorado"	"08"	"2008"	"2008"	9404	4889730	192.3
	"Colorado"	"08"	"2009"	"2009"	9056	4972195	182.1
	"Colorado"	"08"	"2010"	"2010"	8846	5029196	175.9
	"Colorado"	"08"	"2011"	"2011"	9011	5116796	176.1
	"Colorado"	"08"	"2012"	"2012"	9298	5187582	179.2
	"Colorado"	"08"	"2013"	"2013"	9455	5268367	179.5
	"Colorado"	"08"	"2014"	"2014"	10141	5355866	189.3
	"Colorado"	"08"	"2015"	"2015"	10831	5456574	198.5
	"Colorado"	"08"	"2016"	"2016"	12055	5540545	217.6
	"Colorado"	"08"	"2017"	"2017"	13184	5607154	235.1
	"Colorado"	"08"	"2018"	"2018"	13817	5695564	242.6
	"Colorado"	"08"	"2019"	"2019"	14240	5758736	247.3
	"Colorado"	"08"	"2020 "	"2020"	17434	5807719	300.2
"Total"	"Colorado"	"08"			223439	110389320	202.4
	"Connecticut"	"09"	"1999"	"1999"	10997	3386401	324.7
	"Connecticut"	"09"	"2000"	"2000"	11354	3405565	333.4
	"Connecticut"	"09"	"2001"	"2001"	11118	3432835	323.9
	"Connecticut"	"09"	"2002"	"2002"	11393	3458749	329.4
	"Connecticut"	"09"	"2003"	"2003"	11143	3484336	319.8
	"Connecticut"	"09"	"2004"	"2004"	10491	3496094	300.1
	"Connecticut"	"09"	"2005"	"2005"	10353	3506956	295.2
	"Connecticut"	"09"	"2006"	"2006"	9882	3517460	280.9
	"Connecticut"	"09"	"2007"	"2007"	9523	3527270	270.0
	"Connecticut"	"09"	"2008"	"2008"	9463	3545579	266.9
	"Connecticut"	"09"	"2009"	"2009"	9148	3561807	256.8
	"Connecticut"	"09"	"2010"	"2010"	9116	3574097	255.1
	"Connecticut"	"09"	"2011"	"2011"	8997	3580709	251.3
	"Connecticut"	"09"	"2012"	"2012"	8887	3590347	247.5
	"Connecticut"	"09"	"2013"	"2013"	8614	3596080	239.5
	"Connecticut"	"09"	"2014"	"2014"	8473	3596677	235.6
	"Connecticut"	"09"	"2015"	"2015"	8613	3590886	239.9
	"Connecticut"	"09"	"2016"	"2016"	8860	3576452	247.7
	"Connecticut"	"09"	"2017"	"2017"	8921	3588184	248.6
	"Connecticut"	"09"	"2018"	"2018"	8965	3572665	250.9
	"Connecticut"	"09"	"2019"	"2019"	9073	3565287	254.5
	"Connecticut"	"09"	"2020 "	"2020"	10606	3557006	298.2
"Total"	"Connecticut"	"09"			213990	77711442	275.4
	"Delaware"	"10"	"1999"	"1999"	2560	774990	330.3
	"Delaware"	"10"	"2000"	"2000"	2656	783600	338.9
	"Delaware"	"10"	"2001"	"2001"	2788	795699	350.4
	"Delaware"	"10"	"2002"	"2002"	2668	806169	330.9
	"Delaware"	"10"	"2003"	"2003"	2778	818003	339.6
	"Delaware"	"10"	"2004"	"2004"	2666	830803	320.9
	"Delaware"	"10"	"2005"	"2005"	2814	845150	333.0
	"Delaware"	"10"	"2006"	"2006"	2605	859268	303.2
	"Delaware"	"10"	"2007"	"2007"	2717	871749	311.7
	"Delaware"	"10"	"2008"	"2008"	2657	883874	300.6
	"Delaware"	"10"	"2009"	"2009"	2689	891730	301.5
	"Delaware"	"10"	"2010"	"2010"	2688	897934	299.4
	"Delaware"	"10"	"2011"	"2011"	2759	907135	304.1
	"Delaware"	"10"	"2012"	"2012"	2559	917092	279.0
	"Delaware"	"10"	"2013"	"2013"	2586	925749	279.3
	"Delaware"	"10"	"2014"	"2014"	2634	935614	281.5
	"Delaware"	"10"	"2015"	"2015"	2564	945934	271.1
	"Delaware"	"10"	"2016"	"2016"	2625	952065	275.7
	"Delaware"	"10"	"2017"	"2017"	2799	961939	291.0
	"Delaware"	"10"	"2018"	"2018"	2779	967171	287.3
	"Delaware"	"10"	"2019"	"2019"	2650	973764	272.1
	"Delaware"	"10"	"2020 "	"2020"	3805	986809	385.6
"Total"	"Delaware"	"10"			60046	19532241	307.4
	"District of Columbia"	"11"	"1999"	"1999"	2173	570213	381.1
	"District of Columbia"	"11"	"2000"	"2000"	2477	572059	433.0
	"District of Columbia"	"11"	"2001"	"2001"	2425	574504	422.1
	"District of Columbia"	"11"	"2002"	"2002"	2335	573158	407.4
	"District of Columbia"	"11"	"2003"	"2003"	2277	568502	400.5
	"District of Columbia"	"11"	"2004"	"2004"	2261	567754	398.2
	"District of Columbia"	"11"	"2005"	"2005"	2252	567136	397.1
	"District of Columbia"	"11"	"2006"	"2006"	2226	570681	390.1
	"District of Columbia"	"11"	"2007"	"2007"	2006	574404	349.2
	"District of Columbia"	"11"	"2008"	"2008"	2034	580236	350.5
	"District of Columbia"	"11"	"2009"	"2009"	1855	592228	313.2
	"District of Columbia"	"11"	"2010"	"2010"	1937	601723	321.9
	"District of Columbia"	"11"	"2011"	"2011"	1924	617996	311.3
	"District of Columbia"	"11"	"2012"	"2012"	1922	632323	304.0
	"District of Columbia"	"11"	"2013"	"2013"	1892	646449	292.7
	"District of Columbia"	"11"	"2014"	"2014"	1827	658893	277.3
	"District of Columbia"	"11"	"2015"	"2015"	1748	672228	260.0
	"District of Columbia"	"11"	"2016"	"2016"	1900	681170	278.9
	"District of Columbia"	"11"	"2017"	"2017"	1807	693972	260.4
	"District of Columbia"	"11"	"2018"	"2018"	1879	702455	267.5
	"District of Columbia"	"11"	"2019"	"2019"	1846	705749	261.6
	"District of Columbia"	"11"	"2020 "	"2020"	2724	712816	382.1
"Total"	"District of Columbia"	"11"			45727	13636649	335.3
	"Florida"	"12"	"1999"	"1999"	60238	15759421	382.2
	"Florida"	"12"	"2000"	"2000"	61875	15982378	387.1
	"Florida"	"12"	"2001"	"2001"	62394	16356966	381.5
	"Florida"	"12"	"2002"	"2002"	61209	16689370	366.8
	"Florida"	"12"	"2003"	"2003"	61269	17004085	360.3
	"Florida"	"12"	"2004"	"2004"	60233	17415318	345.9
	"Florida"	"12"	"2005"	"2005"	61913	17842038	347.0
	"Florida"	"12"	"2006"	"2006"	60803	18166990	334.7
	"Florida"	"12"	"2007"	"2007"	58646	18367842	319.3
	"Florida"	"12"	"2008"	"2008"	58286	18527305	314.6
	"Florida"	"12"	"2009"	"2009"	56948	18652644	305.3
	"Florida"	"12"	"2010"	"2010"	57678	18801310	306.8
	"Florida"	"12"	"2011"	"2011"	56231	19057542	295.1
	"Florida"	"12"	"2012"	"2012"	57822	19317568	299.3
	"Florida"	"12"	"2013"	"2013"	60257	19552860	308.2
	"Florida"	"12"	"2014"	"2014"	61223	19893297	307.8
	"Florida"	"12"	"2015"	"2015"	62865	20271272	310.1
	"Florida"	"12"	"2016"	"2016"	65782	20612439	319.1
	"Florida"	"12"	"2017"	"2017"	68831	20984400	328.0
	"Florida"	"12"	"2018"	"2018"	71198	21299325	334.3
	"Florida"	"12"	"2019"	"2019"	72693	21477737	338.5
	"Florida"	"12"	"2020 "	"2020"	91525	21733312	421.1
"Total"	"Florida"	"12"			1389919	413765419	335.9
	"Georgia"	"13"	"1999"	"1999"	18188	8045965	226.1
	"Georgia"	"13"	"2000"	"2000"	19266	8186453	235.3
	"Georgia"	"13"	"2001"	"2001"	19231	8377038	229.6
	"Georgia"	"13"	"2002"	"2002"	19689	8508256	231.4
	"Georgia"	"13"	"2003"	"2003"	20097	8622793	233.1
	"Georgia"	"13"	"2004"	"2004"	19265	8769252	219.7
	"Georgia"	"13"	"2005"	"2005"	19465	8925922	218.1
	"Georgia"	"13"	"2006"	"2006"	19380	9155813	211.7
	"Georgia"	"13"	"2007"	"2007"	19148	9349988	204.8
	"Georgia"	"13"	"2008"	"2008"	18483	9504843	194.5
	"Georgia"	"13"	"2009"	"2009"	18857	9620846	196.0
	"Georgia"	"13"	"2010"	"2010"	20186	9687653	208.4
	"Georgia"	"13"	"2011"	"2011"	20022	9815210	204.0
	"Georgia"	"13"	"2012"	"2012"	20194	9919945	203.6
	"Georgia"	"13"	"2013"	"2013"	21126	9992167	211.4
	"Georgia"	"13"	"2014"	"2014"	20194	10097343	200.0
	"Georgia"	"13"	"2015"	"2015"	20825	10214860	203.9
	"Georgia"	"13"	"2016"	"2016"	22680	10310371	220.0
	"Georgia"	"13"	"2017"	"2017"	23701	10429379	227.3
	"Georgia"	"13"	"2018"	"2018"	24740	10519475	235.2
	"Georgia"	"13"	"2019"	"2019"	25833	10617423	243.3
	"Georgia"	"13"	"2020 "	"2020"	31668	10710017	295.7
"Total"	"Georgia"	"13"			462238	209381012	220.8
	"Hawaii"	"15"	"1999"	"1999"	2889	1210300	238.7
	"Hawaii"	"15"	"2000"	"2000"	2941	1211537	242.7
	"Hawaii"	"15"	"2001"	"2001"	2935	1225948	239.4
	"Hawaii"	"15"	"2002"	"2002"	3112	1239613	251.0
	"Hawaii"	"15"	"2003"	"2003"	3104	1251154	248.1
	"Hawaii"	"15"	"2004"	"2004"	3128	1273569	245.6
	"Hawaii"	"15"	"2005"	"2005"	3086	1292729	238.7
	"Hawaii"	"15"	"2006"	"2006"	3264	1309731	249.2
	"Hawaii"	"15"	"2007"	"2007"	3184	1315675	242.0
	"Hawaii"	"15"	"2008"	"2008"	3278	1332213	246.1
	"Hawaii"	"15"	"2009"	"2009"	3207	1346717	238.1
	"Hawaii"	"15"	"2010"	"2010"	2904	1360301	213.5
	"Hawaii"	"15"	"2011"	"2011"	2995	1374810	217.8
	"Hawaii"	"15"	"2012"	"2012"	2964	1392313	212.9
	"Hawaii"	"15"	"2013"	"2013"	3029	1404054	215.7
	"Hawaii"	"15"	"2014"	"2014"	3066	1419561	216.0
	"Hawaii"	"15"	"2015"	"2015"	3167	1431603	221.2
	"Hawaii"	"15"	"2016"	"2016"	3169	1428557	221.8
	"Hawaii"	"15"	"2017"	"2017"	3304	1427538	231.4
	"Hawaii"	"15"	"2018"	"2018"	3698	1420491	260.3
	"Hawaii"	"15"	"2019"	"2019"	3562	1415872	251.6
	"Hawaii"	"15"	"2020 "	"2020"	3842	1407006	273.1
"Total"	"Hawaii"	"15"			69828	29491292	236.8
	"Idaho"	"16"	"1999"	"1999"	3082	1275674	241.6
	"Idaho"	"16"	"2000"	"2000"	3225	1293953	249.2
	"Idaho"	"16"	"2001"	"2001"	3221	1319962	244.0
	"Idaho"	"16"	"2002"	"2002"	3345	1340372	249.6
	"Idaho"	"16"	"2003"	"2003"	3451	1363380	253.1
	"Idaho"	"16"	"2004"	"2004"	3224	1391802	231.6
	"Idaho"	"16"	"2005"	"2005"	3327	1428241	232.9
	"Idaho"	"16"	"2006"	"2006"	3299	1468669	224.6
	"Idaho"	"16"	"2007"	"2007"	3352	1505105	222.7
	"Idaho"	"16"	"2008"	"2008"	3270	1534320	213.1
	"Idaho"	"16"	"2009"	"2009"	3370	1554439	216.8
	"Idaho"	"16"	"2010"	"2010"	3642	1567582	232.3
	"Idaho"	"16"	"2011"	"2011"	3791	1584985	239.2
	"Idaho"	"16"	"2012"	"2012"	3677	1595728	230.4
	"Idaho"	"16"	"2013"	"2013"	3789	1612136	235.0
	"Idaho"	"16"	"2014"	"2014"	3953	1634464	241.9
	"Idaho"	"16"	"2015"	"2015"	3940	1654930	238.1
	"Idaho"	"16"	"2016"	"2016"	4125	1683140	245.1
	"Idaho"	"16"	"2017"	"2017"	4443	1716943	258.8
	"Idaho"	"16"	"2018"	"2018"	4644	1754208	264.7
	"Idaho"	"16"	"2019"	"2019"	4891	1787065	273.7
	"Idaho"	"16"	"2020 "	"2020"	5941	1826913	325.2
"Total"	"Idaho"	"16"			83002	33894011	244.9
	"Illinois"	"17"	"1999"	"1999"	40170	12359020	325.0
	"Illinois"	"17"	"2000"	"2000"	40160	12419293	323.4
	"Illinois"	"17"	"2001"	"2001"	39479	12488445	316.1
	"Illinois"	"17"	"2002"	"2002"	39262	12525556	313.5
	"Illinois"	"17"	"2003"	"2003"	38749	12556006	308.6
	"Illinois"	"17"	"2004"	"2004"	36953	12589773	293.5
	"Illinois"	"17"	"2005"	"2005"	36981	12609903	293.3
	"Illinois"	"17"	"2006"	"2006"	35343	12643955	279.5
	"Illinois"	"17"	"2007"	"2007"	34524	12695866	271.9
	"Illinois"	"17"	"2008"	"2008"	35500	12747038	278.5
	"Illinois"	"17"	"2009"	"2009"	33849	12796778	264.5
	"Illinois"	"17"	"2010"	"2010"	32979	12830632	257.0
	"Illinois"	"17"	"2011"	"2011"	32779	12869257	254.7
	"Illinois"	"17"	"2012"	"2012"	32231	12875255	250.3
	"Illinois"	"17"	"2013"	"2013"	32357	12882135	251.2
	"Illinois"	"17"	"2014"	"2014"	32234	12880580	250.3
	"Illinois"	"17"	"2015"	"2015"	32436	12859995	252.2
	"Illinois"	"17"	"2016"	"2016"	32054	12801539	250.4
	"Illinois"	"17"	"2017"	"2017"	32728	12802023	255.6
	"Illinois"	"17"	"2018"	"2018"	32292	12741080	253.4
	"Illinois"	"17"	"2019"	"2019"	32370	12671821	255.4
	"Illinois"	"17"	"2020 "	"2020"	44082	12587530	350.2
"Total"	"Illinois"	"17"			779512	279233480	279.2
	"Indiana"	"18"	"1999"	"1999"	19212	6044969	317.8
	"Indiana"	"18"	"2000"	"2000"	19680	6080485	323.7
	"Indiana"	"18"	"2001"	"2001"	19379	6127760	316.2
	"Indiana"	"18"	"2002"	"2002"	19126	6155967	310.7
	"Indiana"	"18"	"2003"	"2003"	19244	6196638	310.6
	"Indiana"	"18"	"2004"	"2004"	18669	6233007	299.5
	"Indiana"	"18"	"2005"	"2005"	18809	6278616	299.6
	"Indiana"	"18"	"2006"	"2006"	18711	6332669	295.5
	"Indiana"	"18"	"2007"	"2007"	17765	6379599	278.5
	"Indiana"	"18"	"2008"	"2008"	17837	6424806	277.6
	"Indiana"	"18"	"2009"	"2009"	17368	6459325	268.9
	"Indiana"	"18"	"2010"	"2010"	17387	6483802	268.2
	"Indiana"	"18"	"2011"	"2011"	19867	6516922	304.9
	"Indiana"	"18"	"2012"	"2012"	20422	6537334	312.4
	"Indiana"	"18"	"2013"	"2013"	20911	6570902	318.2
	"Indiana"	"18"	"2014"	"2014"	20734	6596855	314.3
	"Indiana"	"18"	"2015"	"2015"	21254	6619680	321.1
	"Indiana"	"18"	"2016"	"2016"	21270	6633053	320.7
	"Indiana"	"18"	"2017"	"2017"	22273	6666818	334.1
	"Indiana"	"18"	"2018"	"2018"	22850	6691878	341.5
	"Indiana"	"18"	"2019"	"2019"	22710	6732219	337.3
	"Indiana"	"18"	"2020 "	"2020"	27892	6754953	412.9
"Total"	"Indiana"	"18"			443370	141518257	313.3
	"Iowa"	"19"	"1999"	"1999"	10929	2917634	374.6
	"Iowa"	"19"	"2000"	"2000"	11051	2926324	377.6
	"Iowa"	"19"	"2001"	"2001"	11039	2931997	376.5
	"Iowa"	"19"	"2002"	"2002"	10958	2934234	373.5
	"Iowa"	"19"	"2003"	"2003"	10815	2941999	367.6
	"Iowa"	"19"	"2004"	"2004"	10223	2953635	346.1
	"Iowa"	"19"	"2005"	"2005"	10667	2964454	359.8
	"Iowa"	"19"	"2006"	"2006"	10622	2982644	356.1
	"Iowa"	"19"	"2007"	"2007"	10379	2999212	346.1
	"Iowa"	"19"	"2008"	"2008"	10896	3016734	361.2
	"Iowa"	"19"	"2009"	"2009"	10397	3032870	342.8
	"Iowa"	"19"	"2010"	"2010"	10339	3046355	339.4
	"Iowa"	"19"	"2011"	"2011"	10320	3062309	337.0
	"Iowa"	"19"	"2012"	"2012"	10279	3074186	334.4
	"Iowa"	"19"	"2013"	"2013"	10400	3090416	336.5
	"Iowa"	"19"	"2014"	"2014"	10662	3107126	343.1
	"Iowa"	"19"	"2015"	"2015"	11004	3123899	352.3
	"Iowa"	"19"	"2016"	"2016"	10792	3134693	344.3
	"Iowa"	"19"	"2017"	"2017"	10941	3145711	347.8
	"Iowa"	"19"	"2018"	"2018"	11227	3156145	355.7
	"Iowa"	"19"	"2019"	"2019"	11325	3155070	358.9
	"Iowa"	"19"	"2020 "	"2020"	13502	3163561	426.8
"Total"	"Iowa"	"19"			238767	66861208	357.1
	"Kansas"	"20"	"1999"	"1999"	7761	2678338	289.8
	"Kansas"	"20"	"2000"	"2000"	8124	2688418	302.2
	"Kansas"	"20"	"2001"	"2001"	8217	2702162	304.1
	"Kansas"	"20"	"2002"	"2002"	8193	2713535	301.9
	"Kansas"	"20"	"2003"	"2003"	8034	2723004	295.0
	"Kansas"	"20"	"2004"	"2004"	7568	2734373	276.8
	"Kansas"	"20"	"2005"	"2005"	7657	2745299	278.9
	"Kansas"	"20"	"2006"	"2006"	7452	2762931	269.7
	"Kansas"	"20"	"2007"	"2007"	7071	2783785	254.0
	"Kansas"	"20"	"2008"	"2008"	7019	2808076	250.0
	"Kansas"	"20"	"2009"	"2009"	6698	2832704	236.5
	"Kansas"	"20"	"2010"	"2010"	6786	2853118	237.8
	"Kansas"	"20"	"2011"	"2011"	6832	2871238	237.9
	"Kansas"	"20"	"2012"	"2012"	6706	2885905	232.4
	"Kansas"	"20"	"2013"	"2013"	6775	2893957	234.1
	"Kansas"	"20"	"2014"	"2014"	6907	2904021	237.8
	"Kansas"	"20"	"2015"	"2015"	7211	2911641	247.7
	"Kansas"	"20"	"2016"	"2016"	7360	2907289	253.2
	"Kansas"	"20"	"2017"	"2017"	8206	2913123	281.7
	"Kansas"	"20"	"2018"	"2018"	8422	2911505	289.3
	"Kansas"	"20"	"2019"	"2019"	8807	2913314	302.3
	"Kansas"	"20"	"2020 "	"2020"	10451	2913805	358.7
"Total"	"Kansas"	"20"			168257	62051541	271.2
	"Kentucky"	"21"	"1999"	"1999"	13344	4018053	332.1
	"Kentucky"	"21"	"2000"	"2000"	13466	4041769	333.2
	"Kentucky"	"21"	"2001"	"2001"	13424	4068132	330.0
	"Kentucky"	"21"	"2002"	"2002"	13684	4089875	334.6
	"Kentucky"	"21"	"2003"	"2003"	13890	4117170	337.4
	"Kentucky"	"21"	"2004"	"2004"	13188	4146101	318.1
	"Kentucky"	"21"	"2005"	"2005"	13797	4182742	329.9
	"Kentucky"	"21"	"2006"	"2006"	13470	4219239	319.3
	"Kentucky"	"21"	"2007"	"2007"	13107	4256672	307.9
	"Kentucky"	"21"	"2008"	"2008"	14051	4289878	327.5
	"Kentucky"	"21"	"2009"	"2009"	14110	4317074	326.8
	"Kentucky"	"21"	"2010"	"2010"	14039	4339367	323.5
	"Kentucky"	"21"	"2011"	"2011"	14018	4369356	320.8
	"Kentucky"	"21"	"2012"	"2012"	14725	4380415	336.2
	"Kentucky"	"21"	"2013"	"2013"	14092	4395295	320.6
	"Kentucky"	"21"	"2014"	"2014"	14306	4413457	324.1
	"Kentucky"	"21"	"2015"	"2015"	15832	4425092	357.8
	"Kentucky"	"21"	"2016"	"2016"	16495	4436974	371.8
	"Kentucky"	"21"	"2017"	"2017"	16588	4454189	372.4
	"Kentucky"	"21"	"2018"	"2018"	17101	4468402	382.7
	"Kentucky"	"21"	"2019"	"2019"	17585	4467673	393.6
	"Kentucky"	"21"	"2020 "	"2020"	20178	4477251	450.7
"Total"	"Kentucky"	"21"			324490	94374176	343.8
	"Louisiana"	"22"	"1999"	"1999"	13464	4460811	301.8
	"Louisiana"	"22"	"2000"	"2000"	13520	4468976	302.5
	"Louisiana"	"22"	"2001"	"2001"	13274	4477875	296.4
	"Louisiana"	"22"	"2002"	"2002"	13045	4497267	290.1
	"Louisiana"	"22"	"2003"	"2003"	13428	4521042	297.0
	"Louisiana"	"22"	"2004"	"2004"	12708	4552238	279.2
	"Louisiana"	"22"	"2005"	"2005"	13179	4576628	288.0
	"Louisiana"	"22"	"2006"	"2006"	11975	4302665	278.3
	"Louisiana"	"22"	"2007"	"2007"	12004	4375581	274.3
	"Louisiana"	"22"	"2008"	"2008"	12335	4435586	278.1
